cod_produto;nr_produto;aplicacao;cod_linha;desc_linha;cod_grupo;desc_grupo;cod_segmentacao;desc_segmentacao
10466;16200010006;ABRACADEIRA INSULOK PRETA(10 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10476;16200110000;ABRACADEIRA INSULOK PRETA 13,0X540MM;418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10467;16200020001;ABRACADEIRA INSULOK PRETA(15 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10468;16200030007;ABRACADEIRA INSULOK PRETA(20 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10469;16200040002;ABRACADEIRA INSULOK PRETA(23 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10470;16200050008;ABRACADEIRA INSULOK PRETA(28 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10475;16200100005;ABRACADEIRA INSULOK PRETA 390X7,6MM (USAR EM COIFAS);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10471;16200060003;ABRACADEIRA INSULOK PRETA(39 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10199;16120010000;ABRACADEIRA INSULOK T18-R BRANCA(10 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10200;16120020005;ABRACADEIRA INSULOK T30-R BRANCA(15 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10204;16120060007;ABRACADEIRA INSULOK T50-L BRANCA(39 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10201;16120030000;ABRACADEIRA INSULOK T50-R BRANCA(20 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10202;16120040006;ABRACADEIRA INSULOK T50RL BRANCA(23 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
10203;16120050001;ABRACADEIRA INSULOK T80-M BRANCA(28 CM);418;ABRACADEIRAS;034.016;ABRACADEIRA INSULOK;6;LINHA LEVE/ULTILITARIOS
2881;04800092000;ABRACADEIRA LACRE 9MM X 200MM;418;ABRACADEIRAS;225;ABRACADEIRA LACRE;6;LINHA LEVE/ULTILITARIOS
2856;04600200003;ABRACADEIRA BORRACHA 20MM FITA 15MM;418;ABRACADEIRAS;292;ABRACADEIRA MANGUEIRA;6;LINHA LEVE/ULTILITARIOS
54634;04620120161;ABRACADEIRA BORBOLETA 12X16 (1/2X5/8) FITA 9MM;418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54635;04620130191;ABRACADEIRA BORBOLETA 13X19 (1/2X3/4) FITA 9MM;418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54637;04620140227;ABRACADEIRA BORBOLETA 14X22 (9/16X7/8) FITA 9MM;418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54638;04620190275;ABRACADEIRA BORBOLETA 19X27 (3/4X1.1/16) FITA 9MM;418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54633;04620090131;ABRACADEIRA BORBOLETA 9X13 (3/8X1/2) FITA 9MM;418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54863;04800010003;ABRACADEIRA FITA LACRE 9MMX400 ( DIAMETRO 116MM );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
54864;04800020009;ABRACADEIRA FITA LACRE 9MMX521 ( DIAMETRO 152MM );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2763;04500320449;ABRACADEIRA ROSCA SEM FIM 14MM 1.1/4X1.3/4 ( 32X44 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2764;04500380514;ABRACADEIRA ROSCA SEM FIM 14MM 1.3/4X2.1/4 (38X51);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2765;04500440576;ABRACADEIRA ROSCA SEM FIM 14MM 1.3/4X2.1/4 (44X57);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2762;04500250386;ABRACADEIRA ROSCA SEM FIM 14MM 1X1.1/2 ( 25X38 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2768;04500640834;ABRACADEIRA ROSCA SEM FIM 14MM 2.1/2X3.1/4 (64X83);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2767;04500570763;ABRACADEIRA ROSCA SEM FIM 14MM 2.1/4X3 ( 57X76 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2769;04500700896;ABRACADEIRA ROSCA SEM FIM 14MM 2.3/4X3.1/2 (70X89);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2766;04500510647;ABRACADEIRA ROSCA SEM FIM 14MM 2X2.1/2 ( 51X64 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2771;04500891080;ABRACADEIRA ROSCA SEM FIM 14MM 3.1/2X4.1/4 ( 89X108 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2770;04500831028;ABRACADEIRA ROSCA SEM FIM 14MM 3.1/4X4 ( 83X102 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2760;04500190278;ABRACADEIRA ROSCA SEM FIM 14MM 3/4X1.1/16 ( 19X27 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2761;04500220320;ABRACADEIRA ROSCA SEM FIM 14MM 7/8X1.1/4 ( 22X32 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2759;04500140220;ABRACADEIRA ROSCA SEM FIM 14MM 9/16X7/8 ( 14X22 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2779;04510380517;ABRACADEIRA ROSCA SEM FIM 9MM 1.1/2X2 ( 38X51 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2778;04510320441;ABRACADEIRA ROSCA SEM FIM 9MM 1.1/4X1.3/4 ( 32X44 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43812;04510130197;ABRACADEIRA ROSCA SEM FIM 9MM 1/2X3/4 ( 13X19 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2773;04510120167;ABRACADEIRA ROSCA SEM FIM 9MM 1/2X5/8 ( 12X16 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43815;04510440579;ABRACADEIRA ROSCA SEM FIM 9MM 1.3/4X2.1/4 ( 44X57 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2777;04510250389;ABRACADEIRA ROSCA SEM FIM 9MM 1X1.1/2 ( 25X38 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43820;04510640837;ABRACADEIRA ROSCA SEM FIM 9MM 2.1/2X3.1/4 ( 64X83 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43818;04510570766;ABRACADEIRA ROSCA SEM FIM 9MM 2.1/4X3 ( 57X76 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43822;04510700899;ABRACADEIRA ROSCA SEM FIM 9MM 2.3/4X3.1/2 ( 70X89 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43816;04510510641;ABRACADEIRA ROSCA SEM FIM 9MM 2X2.1/2 ( 51X64 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2780;04510891082;ABRACADEIRA ROSCA SEM FIM 9MM 3.1/2X4.1/4 ( 89X108 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25742;04550891083;ABRACADEIRA ROSCA SEM FIM 9MM 3.1/2X4.1/4 ( 89X108 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
43823;04510831021;ABRACADEIRA ROSCA SEM FIM 9MM 3.1/4X4 ( 83X102 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2775;04510190270;ABRACADEIRA ROSCA SEM FIM 9MM 3/4X1.1/16 ( 19X27 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2772;04510090136;ABRACADEIRA ROSCA SEM FIM 9MM 3/8X1/2 ( 9X13);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2776;04510220323;ABRACADEIRA ROSCA SEM FIM 9MM 7/8X1.1/4 ( 22X32 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2774;04510140222;ABRACADEIRA ROSCA SEM FIM 9MM 9/16X3/4 ( 14X22 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
35337;04560130191;ABRACADEIRA ROSCA SEM FIM FITA 14MM 1/2X3/4 ( 13X19 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
48715;04561141331;ABRACADEIRA ROSCA SEM FIM FITA 14MM 4-1/2X5-1/4 ( 114X133 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2810;04550380518;ABRACADEIRA ROSCA SEM FIM FITA 9MM 1.1/2X2 (38X51);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2809;04550320442;ABRACADEIRA ROSCA SEM FIM FITA 9MM 1.1/4X1.3/4 (32X44);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25027;04550130198;ABRACADEIRA ROSCA SEM FIM FITA 9MM 1/2X3/4 (13X19);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25736;04550440571;ABRACADEIRA ROSCA SEM FIM FITA 9MM 1.3/4X2.1/4 (44X57);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2808;04550250380;ABRACADEIRA ROSCA SEM FIM FITA 9MM 1X1.1/2(25X38);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25739;04550640838;ABRACADEIRA ROSCA SEM FIM FITA 9MM 2.1/2X3.1/4 (64X83);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25738;04550570767;ABRACADEIRA ROSCA SEM FIM FITA 9MM 2.1/4X3 (57X76);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25740;04550700891;ABRACADEIRA ROSCA SEM FIM FITA 9MM 2.3/4X3.1/2 ( 70X89 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25737;04550510641;ABRACADEIRA ROSCA SEM FIM FITA 9MM 2X2.1/2 (51X64);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
25741;04550831021;ABRACADEIRA ROSCA SEM FIM FITA 9MM 3.1/4X4 ( 83X102 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
45125;04550760957;ABRACADEIRA ROSCA SEM FIM FITA 9MM 3X3.3/4 ( 76X95 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
48710;04551021211;ABRACADEIRA ROSCA SEM FIM FITA 9MM 4X4-3/4 ( 102X121 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2803;04550090137;ABRACADEIRA ROSCA SEM FIM FITA 9MM 5/16X1/2 (9X13);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2806;04550190271;ABRACADEIRA ROSCA SEM FIM FITA9MM 5/8X1.1/16 ( 19X27 );418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2804;04550120168;ABRACADEIRA ROSCA SEM FIM FITA 9MM 7/16X5/8 (12X16);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2807;04550220324;ABRACADEIRA ROSCA SEM FIM FITA 9MM 7/8X1.1/4 (22X32);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2805;04550140223;ABRACADEIRA ROSCA SEM FIM FITA 9MM 9/16X7/8 (14X22);418;ABRACADEIRAS;258;ABRACADEIRA ROSCA SEM FIM FITA;6;LINHA LEVE/ULTILITARIOS
2817;04560440572;ABRACADEIRA ROSCA SEM FIM FITA 14MM 1.1/2X2.1/4 ( 44X57 );418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2816;04560380510;ABRACADEIRA ROSCA SEM FIM FITA 14MM 1.1/4X2 (38X51);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2815;04560320445;ABRACADEIRA ROSCA SEM FIM FITA 14MM 1X1.3/4 (32X44);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2820;04560640830;ABRACADEIRA ROSCA SEM FIM FITA 14MM 2.1/2X3.1/4 (64X83);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2819;04560570760;ABRACADEIRA ROSCA SEM FIM FITA14MM 2.1/4X3 ( 57X76 );418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2821;04560700892;ABRACADEIRA ROSCA SEM FIM FITA 14MM 2.3/4X3.1/2 (70X89);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2818;04560510643;ABRACADEIRA ROSCA SEM FIM FITA14MM 2X2.1/2 ( 51X64 );418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2823;04560891086;ABRACADEIRA ROSCA SEM FIM FITA 14MM 3.1/2X4.1/4 (89X108);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2822;04560831024;ABRACADEIRA ROSCA SEM FIM FITA 14MM 3.1/4X4 (83X102);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2814;04560250382;ABRACADEIRA ROSCA SEM FIM FITA 14MM 3/4X1.1/2 ( 25X38 );418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2813;04560220327;ABRACADEIRA ROSCA SEM FIM FITA 14MM 3/4X1.1/4 (22X32);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2812;04560190274;ABRACADEIRA ROSCA SEM FIM FITA 14MM 5/8X11/16 (19X27);418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
2811;04560140226;ABRACADEIRA ROSCA SEM FIM FITA 14MM 9/16X7/8 ( 14X22 );418;ABRACADEIRAS;269;ABRACADEIRA ROSCA SEM FIM FITA 14MM;6;LINHA LEVE/ULTILITARIOS
7485;13009430000;BOTAO ACIONADOR LANTERNA/FAROL CORSA TODOS;370;ACABAMENTO;011.026;BOTAO AR/LANTERNA;6;LINHA LEVE/ULTILITARIOS
4978;11008450000;BOTAO AR CROMADO GOL/PRT/SAV G III LED VERMELHO;370;ACABAMENTO;011.026;BOTAO AR/LANTERNA;6;LINHA LEVE/ULTILITARIOS
4865;11007320006;BOTAO AR GOL/PARATI/SAVEIRO APOS 95;370;ACABAMENTO;011.026;BOTAO AR/LANTERNA;6;LINHA LEVE/ULTILITARIOS
4972;11008390008;BOTAO AR GOL/PRT/SAV BOLA 95/... LED VERMELHO;370;ACABAMENTO;011.026;BOTAO AR/LANTERNA;6;LINHA LEVE/ULTILITARIOS
7423;13008810003;REBITE FIXAR DUTOS DE AR E RADIADOR CORSA/VECTRA;370;ACABAMENTO;011.026;BOTAO AR/LANTERNA;6;LINHA LEVE/ULTILITARIOS
19344;13011640008;ALAVANCA REGULAGEM BANCO DIANTEIRO DIREITO S-10/BLAZER CABINE ESTENDIDA PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
19343;13011630002;ALAVANCA REGULAGEM BANCO DIANTEIRO ESQUERDA S-10/BLAZER CABINE ESTENDIDA CINZA;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
19345;13011650003;ALAVANCA REGULAGEM BANCO DIANTEIRO ESQUERDO S-10/BLAZER CABINE ESTENDIDA PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
19342;13011620007;ALAVANCA REGULAGEM BANCO DIANTEIRO S-10/BLAZER CABINE ESTENDIDA LADO DIREITO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4744;11006110008;BOTAO BANCO ENCOSTO DIANTEIRO DIREITO GOL/PARATI/SAVEIRO 97/...;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
5020;11008870000;BOTAO BANCO ENCOSTO DIANTEIRO DIREITO GOL/PRT/SAVEIRO  97/... PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4745;11006120003;BOTAO BANCO ENCOSTO DIANTEIRO ESQUERDO GOL/PARATI/SAVEIRO 97/... CINZA;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
5021;11008880005;BOTAO BANCO ENCOSTO DIANTEIRO ESQUERDO GOL/PRT/SAVEIRO 97/... PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
7613;13010720008;BOTAO LIBERACAO DA TRAVA ENCOSTO DO BANCO DIANTEIRO CELTA- GRAFITE;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
8140;14002760002;BOTAO LIBERACAO DA TRAVA ENCOSTO DO BANCO DIANTEIRO FIAT UNO/ELBA/FIORINO (PRETO);370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
25345;14007650001;BOTAO LIBERACAO ENCOSTO TRAVA BANCO FIAT PALIO/DOBLO GRAFITE;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
8142;14002780003;BOTAO LIBERACAO ENCOSTO TRAVA DO BANCO FIAT PALIO (CINZA);370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4232;11000980000;BOTAO LIBERACAO TRAVA BANCO SEDAN/BRASILIA PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4612;11004780006;BOTAO TRAVA ENCOSTO BANCO GOL/VOYAGE/PARATI/SANTANA .../96 CINZA;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4611;11004770000;BOTAO TRAVA ENCOSTO BANCO GOL/VOYAGE/PARATI/SANTANA .../96 PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
8143;14002790009;MOLDURA DO BANCO FIAT PALIO (CINZA);370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
25346;14007660006;MOLDURA DO BANCO FIAT PALIO/UNO/DOBLO GRAFITE;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
8141;14002770008;MOLDURA DO BANCO FIAT UNO/ELBA/FIORINO (PRETO);370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4483;11003490004;PRESILHA FIXACAO BOTAO BANCO UNIVERSAL;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4613;11004790001;REMATE BANCO GOL/VOYAGE/PARATI/SANTANA CINZA;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
4412;11002780009;REMATE BANCO GOL/VOYAGE/PARATI/SANTANA PRETO;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
7615;13010740009;REMATE BOTAO TRAVA BANCO CELTA - GRAFITE;370;ACABAMENTO;011.008;BOTAO/REMATE BANCO;6;LINHA LEVE/ULTILITARIOS
5274;11050170002;CABO TRAVA BANCO GOL APOS 94 (MENOR 395 MM);370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
5277;11050200009;CABO TRAVA BANCO GOL MI 97/...GII 97/02 GIII 02/05 GIV 2005/... 818MM;370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
5275;11050180008;CABO TRAVA BANCO GOL/PARATI/SAVEIRO/LOGUS APOS 94 ATE 97 (MAIOR 783 MM);370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
5282;11050250006;CABO TRAVA BANCO PALIO/STRADA 2005/2007 TRIPLO 780MM;370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
34553;11050280002;CABO TRAVA DE BANCO PALIO/SIENA/STRADA 2003/...NOVA STRADA 2005/...FLEX 437MM;370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
5281;11050240000;CABO TRAVA DE BANCO UNO/FIORINO/PALIO FIRE 98/04 423MM NOVO UNO TODOS;370;ACABAMENTO;011.015;CABOS TRAVA BANCO;6;LINHA LEVE/ULTILITARIOS
4955;11008220005;KIT CALCO BANCO TRILHO GOL/VOYAGE/PARATI/SAVEIRO  APOS 87;370;ACABAMENTO;010.012;CALCOS DO BANCO;6;LINHA LEVE/ULTILITARIOS
45161;27008120007;MOLDURA PARACHOQUE GOL/VOYAGE GVII 2016/...COM MILHA LADO DIREITO;370;ACABAMENTO;040.014;CALOTA CENTRO RODA;6;LINHA LEVE/ULTILITARIOS
45163;27008130002;MOLDURA PARACHOQUE GOL/VOYAGE GVII 2016/...COM MILHA LADO ESQUERDO;370;ACABAMENTO;040.014;CALOTA CENTRO RODA;6;LINHA LEVE/ULTILITARIOS
45160;27008110001;MOLDURA PARACHOQUE GOL/VOYAGE GVII 2016/... SEM MILHA LADO ESQUERDO;370;ACABAMENTO;040.014;CALOTA CENTRO RODA;6;LINHA LEVE/ULTILITARIOS
45835;13015450009;CAPA BOTAO ACIONAMENTO CHAVE ASTRA/VECTRA/ZAFIRA/MONTANA/CORSA/S-10/CELTA/AGILE/PRISMA;370;ACABAMENTO;694;CAPA CHAVE CANIVETE;6;LINHA LEVE/ULTILITARIOS
7102;13005530000;CAPA PEDAIS MONZA/KADETT/CORSA/CHEVETTE 85/...KIT;370;ACABAMENTO;011.005;CAPA PEDAL;6;LINHA LEVE/ULTILITARIOS
59771;14011780002;DIFUSOR AR CENTRAL/LATERAL  PALIO ECONOMY FIRE WAY 05/17  ORIGINAL;370;ACABAMENTO;011.005;CAPA PEDAL;6;LINHA LEVE/ULTILITARIOS
25344;11100240009;CAPA BANCO LADO DIREITO PASSAGEIRO GOL/PRT/SAVEIRO G IV GRAFITE TEXTURIZADO;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
7610;13010690001;CAPA BANCO LADO MOTORISTA CELTA ESQUERDO CINZA;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
7611;13010700007;CAPA BANCO LADO MOTORISTA CELTA GRAFITE ESQUERDO;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
4739;11006060000;CAPA BANCO LADO MOTORISTA DIREITA GOL/PARATI/SAVEIRO GII 97/... CINZA;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
4238;11001040001;CAPA BANCO LADO MOTORISTA DIREITA GOL/PARATI/SAVEIRO/VOYAGE  ATE 94 PRETA;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
7345;13008030008;CAPA BANCO LADO MOTORISTA DIREITO CORSA 94/96 GRAFITE;370;ACABAMENTO;011.007;CAPAS RECLINAVEL DO BANCO;6;LINHA LEVE/ULTILITARIOS
